pmid,title,year,journal,stratum_id,age_group,sex,clinical_cohort,setting,treatment_category,treatment_names,outcome_direction,risk_factors,symptoms
36031523,The Effect of Auriculotherapy on Anxiety and Physiological Parameters of Male Coronary Angiography Patients: A Single-blind Randomized Clinical Trial.,2022.0,Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses,male,unspecified,male,unspecified,unspecified,psychotherapy,,benefit,/Triggers/Risk Factors:** The study does not specify causes or risk factors for anxiety but focuses on male patients undergoing coronary angiography; implying that the procedure may act as a trigger for anxiety.,
36031523,The Effect of Auriculotherapy on Anxiety and Physiological Parameters of Male Coronary Angiography Patients: A Single-blind Randomized Clinical Trial.,2022.0,Journal of perianesthesia nursing : official journal of the American Society of PeriAnesthesia Nurses,general,unspecified,unspecified,unspecified,unspecified,psychotherapy,,benefit,/Triggers/Risk Factors:** The study does not specify causes or risk factors for anxiety but focuses on male patients undergoing coronary angiography; implying that the procedure may act as a trigger for anxiety.,
35367456,Gender differences in short- vs. long-term impact of maternal depression following pre-gestational chronic mild stress.,2022.0,Experimental neurology,perinatal,perinatal,unspecified,unspecified,unspecified,psychotherapy,act,benefit,/Triggers/Risk Factors**: Pre-gestational maternal stress (chronic mild stress [CMS] with repeated restraint) is identified as a risk factor for maternal depressive-like behavior during pregnancy and neurodevelopmental changes in offspring.,in rat dams and examines its effects on offspring development. It explicitly focuses on the gender-specific differences and timeline of impacts (adolescence vs. adulthood) in offspring neurodevelopment and behavior.
35367456,Gender differences in short- vs. long-term impact of maternal depression following pre-gestational chronic mild stress.,2022.0,Experimental neurology,perinatal,perinatal,unspecified,unspecified,unspecified,psychotherapy,act,harm,/Triggers/Risk Factors**: Pre-gestational maternal stress (chronic mild stress [CMS] with repeated restraint) is identified as a risk factor for maternal depressive-like behavior during pregnancy and neurodevelopmental changes in offspring.,in rat dams and examines its effects on offspring development. It explicitly focuses on the gender-specific differences and timeline of impacts (adolescence vs. adulthood) in offspring neurodevelopment and behavior.
34971937,Efficacy and safety of repeated esketamine intravenous infusion in the treatment of treatment-resistant depression: A case series.,2022.0,Asian journal of psychiatry,male,unspecified,male,unspecified,unspecified,other,,unspecified,Triggers; or Risk Factors**:,persisted; an additional 6 infusions (one per day).
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|female|outpatient,adults,female,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|female|outpatient,adults,female,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|male|outpatient,adults,male,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|male|outpatient,adults,male,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|outpatient,adults,unspecified,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,adults|outpatient,adults,unspecified,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,female|outpatient,unspecified,female,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,female|outpatient,unspecified,female,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,male|outpatient,unspecified,male,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,male|outpatient,unspecified,male,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,outpatient,unspecified,unspecified,unspecified,outpatient,psychotherapy,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35932599,Self-efficacy mediates the associations of diabetes distress and depressive symptoms with type 2 diabetes management and glycemic control.,2022.0,General hospital psychiatry,outpatient,unspecified,unspecified,unspecified,outpatient,behavioral,act,unspecified,Triggers; or Risk Factors for Depression/Anxiety**,which negatively impact diabetes-related self-management behaviors (diet and physical activity) and glycemic control.
35792299,Affective Control Training (AffeCT) reduces negative affect in depressed individuals.,2022.0,Journal of affective disorders,adults|female,adults,female,unspecified,unspecified,other,,benefit,/Triggers/Risk Factors:** Impaired affective control is identified as a mechanism involved in both the risk and maintenance of depression. Depressed individuals showed slower reaction times on an affective Stroop task compared to never-depressed individuals.,
35792299,Affective Control Training (AffeCT) reduces negative affect in depressed individuals.,2022.0,Journal of affective disorders,adults|female,adults,female,unspecified,unspecified,other,,no_effect,/Triggers/Risk Factors:** Impaired affective control is identified as a mechanism involved in both the risk and maintenance of depression. Depressed individuals showed slower reaction times on an affective Stroop task compared to never-depressed individuals.,
